,Unnamed: 0,artist,title,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,popularity,top year,hip_hop,other,pop,rap,rock,group,solo
226,284,Skrillex,Bangarang (feat. Sirah),110,97,72,-2,32,58,215,1,20,75,2012,0,1,0,0,0,0,1
227,285,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",95,66,72,-6,12,53,207,5,14,82,2012,0,1,0,0,0,0,1
228,286,Swedish House Mafia,Don't You Worry Child - Radio Edit,129,84,61,-3,12,44,213,11,5,81,2012,0,0,1,0,0,1,0
229,287,Taylor Swift,I Knew You Were Trouble.,77,47,62,-7,3,68,220,0,4,82,2012,0,0,1,0,0,0,1
230,288,Taylor Swift,We Are Never Ever Getting Back Together,86,68,63,-6,12,75,193,1,9,80,2012,0,0,1,0,0,0,1
231,290,The Wanted,Chasing The Sun,128,73,64,-6,50,68,199,24,10,74,2012,0,1,0,0,0,1,0
232,291,The xx,Angels,92,16,42,-18,10,34,172,95,4,68,2012,0,1,0,0,0,1,0
233,292,Train,Drive By,122,84,77,-3,8,72,196,0,3,82,2012,0,0,1,0,0,1,0
234,293,Train,50 Ways to Say Goodbye,140,94,59,-3,14,74,248,0,5,73,2012,0,0,1,0,0,1,0
235,294,Trey Songz,Heart Attack,150,86,61,-5,23,48,233,6,13,61,2012,0,0,1,0,0,0,1
236,295,Tyga,Rack City,99,34,93,-11,19,27,203,4,37,67,2012,0,0,1,0,0,0,1
237,296,Tyga,Faded,95,67,83,-8,35,34,207,1,19,63,2012,0,0,1,0,0,0,1
238,297,Usher,Climax,136,48,65,-9,16,33,233,55,8,65,2012,1,0,0,0,0,0,1
239,298,WALK THE MOON,Anna Sun,140,84,47,-7,24,34,321,0,5,68,2012,0,0,1,0,0,1,0
240,299,Wiz Khalifa,"Work Hard, Play Hard",140,67,79,-4,30,49,219,4,5,67,2012,0,0,1,0,0,0,1
241,301,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",96,69,85,-7,11,66,234,2,28,81,2013,1,0,0,0,0,0,1
242,304,Ariana Grande,The Way,82,88,65,-3,8,86,227,29,11,71,2013,0,0,1,0,0,0,1
243,306,Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,128,79,51,-4,32,64,208,33,4,73,2013,0,0,1,0,0,0,1
244,308,AWOLNATION,Sail,119,44,83,-10,10,27,259,44,6,80,2013,0,1,0,0,0,1,0
245,309,Baauer,Harlem Shake,138,79,45,-5,42,28,197,1,5,63,2013,0,0,0,1,0,0,1
246,310,Bastille,Pompeii,127,72,68,-6,27,57,214,8,4,80,2013,0,0,1,0,0,1,0
247,311,Bastille,Of The Night,125,83,67,-7,9,35,214,2,4,66,2013,0,0,1,0,0,1,0
248,312,Bingo Players,Get Up (Rattle),128,98,80,-3,26,80,167,2,7,61,2013,0,1,0,0,0,1,0
249,313,Blake Shelton,Sure Be Cool If You Did,137,73,58,-5,11,58,216,26,4,61,2013,0,1,0,0,0,0,1
250,314,Bridgit Mendler,Ready or Not,93,87,72,-4,11,75,201,0,5,77,2013,0,0,1,0,0,0,1
251,315,Britney Spears,Work Bitch,128,82,63,-7,7,85,248,16,16,76,2013,0,0,1,0,0,0,1
252,317,Bruno Mars,When I Was Your Man,73,28,61,-9,9,39,214,93,4,89,2013,0,0,1,0,0,0,1
253,318,Bruno Mars,Treasure,116,69,87,-5,32,94,179,4,4,83,2013,0,0,1,0,0,0,1
254,320,Calvin Harris,I Need Your Love (feat. Ellie Goulding),125,87,70,-5,24,58,235,41,5,75,2013,0,0,1,0,0,0,1
255,321,Calvin Harris,Thinking About You (feat. Ayah Marar),128,87,73,-4,10,75,248,0,4,71,2013,0,0,1,0,0,0,1
256,322,Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),128,89,67,-4,5,53,240,5,5,67,2013,0,0,1,0,0,0,1
257,323,Capital Cities,Safe And Sound,118,82,66,-5,10,77,193,0,3,87,2013,0,0,1,0,0,1,0
258,325,Chris Brown,Fine China,104,73,65,-5,12,59,213,4,6,66,2013,0,0,1,0,0,0,1
259,326,CHVRCHES,The Mother We Share,174,69,46,-6,13,34,191,3,3,61,2013,0,0,1,0,0,1,0
260,327,Ciara,Body Party,134,58,58,-6,60,12,234,1,6,70,2013,0,0,1,0,0,0,1
261,328,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,116,81,79,-9,10,86,248,4,4,88,2013,0,1,0,0,0,1,0
262,329,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),100,66,83,-8,8,67,354,8,6,74,2013,0,1,0,0,0,1,0
263,330,David Guetta,Play Hard (feat. Ne-Yo & Akon),130,92,69,-2,33,80,201,17,5,65,2013,0,1,0,0,0,0,1
264,333,Drake,"Hold On, We're Going Home",100,41,78,-7,7,29,228,0,9,76,2013,1,0,0,0,0,0,1
265,334,Drake,Started From the Bottom,86,52,79,-8,16,58,174,3,16,71,2013,1,0,0,0,0,0,1
266,335,Duke Dumont,Need U (100%) (feat. A*M*E) - Radio Edit,124,85,67,-5,39,46,174,0,5,65,2013,0,1,0,0,0,0,1
267,336,Eminem,The Monster,110,85,78,-4,12,62,250,5,7,81,2013,1,0,0,0,0,0,1
268,337,Eminem,Berzerk,95,87,74,-4,26,68,239,2,33,72,2013,1,0,0,0,0,0,1
269,339,Flo Rida,I Cry,126,82,69,-5,32,76,224,1,4,69,2013,0,0,1,0,0,0,1
270,340,Florida Georgia Line,Cruise,148,95,46,-3,5,88,209,2,4,63,2013,0,1,0,0,0,1,0
271,344,J. Cole,Power Trip (feat. Miguel),100,61,67,-7,43,48,241,32,22,81,2013,1,0,0,0,0,0,1
272,345,Jason Derulo,Talk Dirty (feat. 2 Chainz),100,65,76,-7,31,76,178,3,23,71,2013,0,0,1,0,0,0,1
273,346,Jason Derulo,The Other Side,128,84,56,-4,14,52,227,5,10,66,2013,0,0,1,0,0,0,1
274,348,John Newman,Love Me Again,126,89,50,-5,10,21,240,0,4,69,2013,0,0,1,0,0,0,1
275,349,Justin Bieber,Beauty And A Beat,128,84,60,-5,7,53,228,0,6,78,2013,0,0,1,0,0,0,1
276,351,Justin Timberlake,Suit & Tie (feat. Jay-Z),102,60,80,-4,16,36,326,10,22,72,2013,0,0,1,0,0,0,1
277,352,Kanye West,Black Skinhead,130,81,77,-6,17,33,188,0,28,80,2013,0,0,0,1,0,0,1
278,353,Katy Perry,This Is How We Do,96,64,69,-6,15,80,204,2,5,66,2013,0,0,1,0,0,0,1
279,354,Klangkarussell,Sonnentanz - Sun Don't Shine,120,54,59,-8,11,17,236,11,9,56,2013,0,0,1,0,0,1,0
280,356,Kodaline,High Hopes,77,49,49,-6,19,22,230,58,3,73,2013,0,0,1,0,0,1,0
281,358,Lil Wayne,Love Me,125,63,67,-6,9,50,255,1,3,73,2013,1,0,0,0,0,0,1
282,359,Lily Allen,Somewhere Only We Know,81,29,31,-11,10,29,209,93,3,56,2013,0,0,1,0,0,0,1
283,360,Lorde,Royals,85,43,67,-10,13,34,190,12,12,83,2013,0,0,1,0,0,0,1
284,361,Lorde,Team,100,58,69,-7,31,42,193,17,9,82,2013,0,0,1,0,0,0,1
285,362,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),146,92,64,-4,9,85,258,3,8,87,2013,0,0,1,0,0,1,0
286,363,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),95,53,78,-7,5,67,236,6,29,79,2013,0,0,1,0,0,1,0
287,364,Macklemore & Ryan Lewis,Same Love (feat. Mary Lambert),85,47,69,-9,10,30,319,72,17,69,2013,0,0,1,0,0,1,0
288,365,Maroon 5,Daylight,120,68,66,-6,21,33,225,0,3,66,2013,0,0,1,0,0,1,0
289,366,Martin Garrix,Animals - Radio Edit,128,91,59,-5,7,4,176,0,4,64,2013,0,0,1,0,0,0,1
290,368,Miley Cyrus,We Can't Stop,80,62,61,-6,37,48,231,1,3,83,2013,0,0,1,0,0,0,1
291,369,Mumford & Sons,I Will Wait,131,76,48,-5,31,45,277,1,3,73,2013,0,0,0,0,1,1,0
292,370,Naughty Boy,La La La,125,68,75,-4,11,25,221,11,3,63,2013,0,1,0,0,0,0,1
293,373,One Direction,Best Song Ever,118,88,65,-3,8,49,200,2,5,81,2013,0,1,0,0,0,1,0
294,376,Paramore,Still into You,136,92,60,-4,6,77,216,1,4,85,2013,0,0,1,0,0,1,0
295,377,Paramore,Ain't It Fun,104,89,61,-4,2,67,297,15,9,78,2013,0,0,1,0,0,1,0
296,378,Phillip Phillips,Home,121,83,61,-6,12,32,210,3,3,73,2013,0,0,1,0,0,0,1
297,379,Pitbull,Feel This Moment (feat. Christina Aguilera),136,76,67,-4,34,54,230,4,16,82,2013,0,0,1,0,0,0,1
298,380,Pitbull,Don't Stop the Party (feat. TJR),127,96,72,-4,38,95,206,1,9,69,2013,0,0,1,0,0,0,1
299,381,Robin Thicke,Blurred Lines,120,50,86,-8,8,88,263,0,5,61,2013,0,1,0,0,0,0,1
300,382,Rudimental,Waiting All Night (feat. Ella Eyre),175,73,54,-5,43,28,293,0,5,50,2013,0,0,1,0,0,0,1
301,383,Sebastian Ingrosso,Reload - Radio Edit,128,72,49,-5,6,43,221,7,5,73,2013,0,0,1,0,0,0,1
302,384,Selena Gomez,Come & Get It,80,79,55,-4,8,57,232,1,5,75,2013,0,0,1,0,0,0,1
303,386,Stromae,Papaoutai,116,81,73,-7,6,25,232,3,8,60,2013,0,0,1,0,0,0,1
304,387,Taylor Swift,I Knew You Were Trouble.,77,47,62,-7,3,68,220,0,4,82,2013,0,0,1,0,0,0,1
305,388,Taylor Swift,22,104,73,66,-7,5,67,232,0,4,74,2013,0,0,1,0,0,0,1
306,389,Taylor Swift,Everything Has Changed,80,46,62,-7,31,44,245,36,3,71,2013,0,0,1,0,0,0,1
307,390,The 1975,Chocolate,100,94,59,-4,38,68,225,0,5,66,2013,0,0,0,0,1,1,0
308,391,The Lumineers,Ho Hey,80,47,69,-9,9,35,163,79,3,77,2013,0,0,1,0,0,1,0
309,392,The Neighbourhood,Sweater Weather,124,81,61,-3,10,40,240,5,3,95,2013,0,0,0,0,1,1,0
310,393,The Saturdays,What About Us,124,68,70,-5,21,69,221,1,6,67,2013,0,1,0,0,0,1,0
311,394,Tom Odell,Another Love,123,54,45,-9,9,13,244,70,4,94,2013,0,0,1,0,0,0,1
312,395,Wale,Bad (feat. Rihanna) - Remix,114,70,81,-7,11,45,239,31,7,67,2013,0,0,0,1,0,0,1
313,396,will.i.am,Scream & Shout,130,69,77,-7,13,50,283,2,7,83,2013,0,0,1,0,0,0,1
314,397,will.i.am,#thatPOWER,128,61,80,-6,7,40,280,0,6,74,2013,0,0,1,0,0,0,1
315,398,Ylvis,The Fox (What Does the Fox Say?),128,87,70,-4,12,55,214,11,5,68,2013,0,1,0,0,0,1,0
316,401,5 Seconds of Summer,Amnesia,102,50,57,-5,21,11,237,3,3,71,2014,0,1,0,0,0,1,0
317,402,Alesso,Heroes (we could be),126,75,52,-4,24,35,210,4,6,58,2014,0,0,1,0,0,0,1
318,403,Aloe Blacc,The Man,82,77,31,-7,21,49,255,3,7,63,2014,0,0,1,0,0,0,1
319,404,American Authors,Best Day Of My Life,100,90,67,-2,6,54,194,6,3,83,2014,0,0,1,0,0,1,0
320,406,Ariana Grande,Problem,103,81,66,-5,16,63,194,2,15,78,2014,0,0,1,0,0,0,1
321,407,Ariana Grande,Break Free,130,70,69,-5,20,28,215,1,5,80,2014,0,0,1,0,0,0,1
322,409,Becky G,Shower,120,53,70,-8,28,12,206,3,5,83,2014,0,0,1,0,0,0,1
323,410,Beyoncé,Drunk in Love (feat. Jay-Z),140,62,59,-7,18,40,323,1,5,75,2014,0,0,1,0,0,0,1
324,411,Bobby Shmurda,Hot N*gga,168,51,79,-7,6,18,195,5,42,78,2014,0,0,0,1,0,0,1
325,412,Calvin Harris,Summer,128,86,60,-4,14,74,223,2,3,86,2014,0,0,1,0,0,0,1
326,416,Chris Brown,Loyal (feat. Lil Wayne & Tyga),99,52,84,-6,19,62,265,2,5,78,2014,0,0,1,0,0,0,1
327,417,Chris Brown,New Flame (feat. Usher & Rick Ross),142,63,70,-4,10,45,244,5,4,73,2014,0,0,1,0,0,0,1
328,418,Clean Bandit,Rather Be (feat. Jess Glynne),121,59,80,-7,19,55,228,16,4,77,2014,0,0,1,0,0,1,0
329,419,Cold War Kids,First,78,69,47,-4,52,56,200,2,3,71,2014,0,0,0,0,1,1,0
330,420,Coldplay,Magic,93,48,74,-9,11,35,285,3,4,78,2014,0,1,0,0,0,1,0
331,424,Disclosure,Latch,122,74,73,-5,9,54,256,2,9,75,2014,0,1,0,0,0,1,0
332,425,DJ Snake,Turn Down for What,100,80,82,-4,6,8,214,0,16,76,2014,0,0,1,0,0,0,1
333,427,Duke Dumont,I Got U,121,76,64,-8,9,46,286,0,4,65,2014,0,1,0,0,0,0,1
334,428,Echosmith,Cool Kids,130,67,72,-6,12,79,238,4,3,76,2014,0,0,1,0,0,1,0
335,429,Ed Sheeran,Don't,95,61,81,-7,64,85,220,1,7,78,2014,0,0,1,0,0,0,1
336,430,Ed Sheeran,Sing,120,67,82,-4,6,94,235,30,5,75,2014,0,0,1,0,0,0,1
337,431,G.R.L.,Ugly Heart,125,79,65,-5,32,45,198,2,5,70,2014,0,0,1,0,0,1,0
338,432,George Ezra,Budapest,128,46,72,-8,11,39,201,8,3,83,2014,0,0,1,0,0,0,1
339,433,George Ezra,Blame It on Me,104,76,54,-3,34,42,196,47,3,73,2014,0,0,1,0,0,0,1
340,435,Iggy Azalea,Fancy,95,72,91,-4,5,38,200,9,7,74,2014,1,0,0,0,0,0,1
341,437,Jason Derulo,Talk Dirty (feat. 2 Chainz),100,65,76,-7,31,76,178,3,23,71,2014,0,0,1,0,0,0,1
342,438,Jason Derulo,Wiggle (feat. Snoop Dogg),82,62,70,-7,16,72,193,8,25,63,2014,0,0,1,0,0,0,1
343,439,Jason Derulo,Trumpets,82,69,64,-5,10,64,217,56,26,69,2014,0,0,1,0,0,0,1
344,440,Jeremih,Don't Tell 'Em,98,53,86,-5,11,39,267,39,10,80,2014,0,0,0,1,0,0,1
345,444,Katy Perry,Dark Horse,132,59,65,-6,17,35,216,0,5,79,2014,0,0,1,0,0,0,1
346,445,Kid Ink,Show Me (feat. Chris Brown),98,51,71,-7,14,66,218,4,5,74,2014,0,0,1,0,0,0,1
347,446,Kiesza,Hideaway,123,72,84,-4,8,20,252,9,5,70,2014,0,0,1,0,0,0,1
348,448,Labrinth,Jealous,117,15,44,-9,11,10,288,87,5,82,2014,0,0,1,0,0,0,1
349,449,Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,123,88,76,-6,60,80,189,2,3,77,2014,0,0,1,0,0,1,0
350,450,Lorde,Team,100,58,69,-7,31,42,193,17,9,82,2014,0,0,1,0,0,0,1
351,452,Maroon 5,Maps,120,71,74,-6,6,88,190,2,3,87,2014,0,0,1,0,0,1,0
352,453,Maroon 5,Animals,190,74,28,-6,59,33,231,0,9,85,2014,0,0,1,0,0,1,0
353,454,Maroon 5,Sugar,120,79,75,-7,9,88,235,6,3,85,2014,0,0,1,0,0,1,0
354,455,Meghan Trainor,All About That Bass,134,89,81,-4,12,96,188,6,5,78,2014,0,0,1,0,0,0,1
355,456,Milky Chance,Stolen Dance,114,58,89,-9,8,73,314,43,4,78,2014,0,0,1,0,0,1,0
356,457,MKTO,Classic,102,79,72,-5,16,76,175,4,12,87,2014,0,0,1,0,0,1,0
357,458,Mr. Probz,Waves - Robin Schulz Radio Edit,120,51,83,-9,8,45,208,1,4,82,2014,1,0,0,0,0,0,1
358,459,Natalie La Rose,Somebody,105,52,83,-9,7,74,190,0,4,71,2014,0,0,0,1,0,0,1
359,460,Nick Jonas,Jealous - Remix,93,71,68,-4,44,45,222,1,8,71,2014,0,0,1,0,0,0,1
360,461,Nicki Minaj,Anaconda,130,61,96,-6,21,65,260,7,18,70,2014,0,0,1,0,0,0,1
361,462,Nico & Vinz,Am I Wrong,120,68,73,-6,55,78,246,18,3,82,2014,0,0,0,1,0,1,0
362,463,O.T. Genasis,CoCo,120,63,89,-6,31,18,240,0,13,66,2014,0,0,0,1,0,0,1
363,465,Olly Murs,Wrapped Up,122,84,79,-5,16,92,186,9,6,68,2014,0,0,1,0,0,0,1
364,466,Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),97,68,73,-6,21,70,227,7,4,60,2014,0,0,1,0,0,0,1
365,467,One Direction,Night Changes,120,52,67,-8,12,37,227,86,4,88,2014,0,1,0,0,0,1,0
366,469,OneRepublic,Counting Stars,122,71,66,-5,12,48,258,7,4,80,2014,0,0,1,0,0,1,0
367,470,OneRepublic,Love Runs Out,120,94,72,-4,10,74,224,17,6,65,2014,0,0,1,0,0,1,0
368,472,Paramore,Ain't It Fun,104,89,61,-4,2,67,297,15,9,78,2014,0,0,1,0,0,1,0
369,473,Peking Duk,High (feat. Nicole Millar),100,80,53,-4,29,38,228,0,5,54,2014,0,1,0,0,0,1,0
370,475,Pitbull,Timber (feat. Ke$ha),130,96,58,-4,14,79,204,3,10,86,2014,0,0,1,0,0,0,1
371,477,Route 94,My Love (feat. Jess Glynne),120,62,81,-8,7,73,260,0,5,78,2014,0,1,0,0,0,0,1
372,478,Sam Smith,Stay With Me,84,42,42,-6,11,18,173,59,4,86,2014,0,0,1,0,0,0,1
373,479,Sam Smith,Money On My Mind,134,84,69,-5,23,74,193,20,18,67,2014,0,0,1,0,0,0,1
374,480,ScHoolboy Q,Collard Greens,154,57,83,-5,21,65,300,3,6,84,2014,0,0,0,1,0,0,1
375,481,ScHoolboy Q,Man Of The Year,112,87,75,-5,20,37,216,1,4,76,2014,0,0,0,1,0,0,1
376,483,Sia,Chandelier,117,79,40,-3,7,57,216,2,5,73,2014,0,1,0,0,0,0,1
377,484,Sia,Elastic Heart,130,79,42,-5,15,50,257,1,5,68,2014,0,1,0,0,0,0,1
378,485,Sigma,Nobody To Love,88,91,52,-3,20,23,190,0,4,55,2014,0,0,1,0,0,0,1
379,486,Taylor Swift,Style,95,79,59,-6,12,49,231,0,4,66,2014,0,0,1,0,0,0,1
380,487,Taylor Swift,Bad Blood,170,79,65,-6,20,29,212,9,19,60,2014,0,0,1,0,0,0,1
381,488,Taylor Swift,Shake It Off,160,79,65,-5,15,94,219,6,17,77,2014,0,0,1,0,0,0,1
382,489,The Chainsmokers,#SELFIE,128,92,79,-3,8,66,184,1,25,69,2014,0,0,1,0,0,1,0
383,491,Tiësto,Wasted,112,82,64,-6,20,39,190,0,3,68,2014,0,1,0,0,0,0,1
384,492,Tiësto,Red Lights,125,83,65,-5,12,55,262,0,4,72,2014,0,1,0,0,0,0,1
385,493,Tinashe,2 On (feat. ScHoolboy Q),101,60,74,-8,11,43,227,15,11,77,2014,0,1,0,0,0,0,1
386,494,Tove Lo,Habits (Stay High),110,65,73,-4,8,35,209,7,3,78,2014,0,0,1,0,0,0,1
387,495,Tove Lo,Talking Body,120,76,74,-5,8,11,238,10,3,72,2014,0,0,1,0,0,0,1
388,496,Trey Songz,Na Na,97,48,67,-6,10,24,232,33,4,68,2014,0,0,1,0,0,0,1
389,497,Vance Joy,Riptide,102,73,48,-7,15,51,204,43,4,83,2014,0,0,1,0,0,0,1
390,498,Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,128,74,60,-3,9,46,217,11,4,69,2014,0,1,0,0,0,0,1
391,499,ZHU,Faded,125,48,87,-7,11,61,223,1,5,66,2014,0,1,0,0,0,0,1
392,500,Adam Lambert,Ghost Town,120,74,70,-6,17,27,208,19,5,69,2015,0,0,1,0,0,0,1
393,501,Alessia Cara,Here,120,82,38,-4,8,33,199,8,10,71,2015,0,1,0,0,0,0,1
394,502,Andy Grammer,"Honey, I'm Good.",122,78,75,-7,35,60,199,3,5,78,2015,0,0,1,0,0,0,1
395,503,Ariana Grande,Love Me Harder,99,71,47,-4,8,24,236,1,3,79,2015,0,0,1,0,0,0,1
396,505,Avicii,Waiting For Love,128,74,58,-4,20,61,231,31,5,84,2015,0,0,1,0,0,0,1
397,506,Beyoncé,0.6364,136,71,75,-5,13,56,214,1,13,74,2015,0,0,1,0,0,0,1
398,507,Big Sean,I Don't Fuck With You,98,73,82,-5,33,40,284,4,6,80,2015,1,0,0,0,0,0,1
399,508,BØRNS,Electric Love,120,80,61,-8,26,52,218,1,5,86,2015,0,0,0,0,1,0,1
400,509,Bryson Tiller,Don't,97,36,77,-6,10,19,198,22,20,83,2015,1,0,0,0,0,0,1
401,510,Calvin Harris,Outside (feat. Ellie Goulding),128,82,65,-4,32,42,227,21,4,82,2015,0,0,1,0,0,0,1
402,511,Calvin Harris,How Deep Is Your Love,122,87,74,-4,39,34,213,4,7,80,2015,0,0,1,0,0,0,1
403,512,Chris Brown,Ayo,98,56,82,-5,9,68,225,4,4,76,2015,0,0,1,0,0,0,1
404,514,Demi Lovato,Confident,130,75,59,-6,9,34,206,0,7,69,2015,0,0,1,0,0,0,1
405,515,Deorro,Five More Hours,128,88,70,-3,82,50,212,3,22,74,2015,0,0,1,0,0,0,1
406,516,Disclosure,Omen - Radio Edit,106,79,67,-5,36,62,197,12,14,68,2015,0,1,0,0,0,1,0
407,518,Drake,Hotline Bling,135,63,89,-8,5,55,267,0,6,82,2015,1,0,0,0,0,0,1
408,520,Ed Sheeran,Thinking out Loud,79,45,78,-6,18,59,282,47,3,86,2015,0,0,1,0,0,0,1
409,522,Ellie Goulding,On My Mind,155,71,70,-7,9,74,213,26,5,69,2015,0,0,1,0,0,0,1
410,524,Fetty Wap,679 (feat. Remy Boyz),190,72,62,-6,63,60,197,0,32,79,2015,0,0,0,1,0,0,1
411,526,Fetty Wap,My Way (feat. Monty),128,74,75,-3,15,54,213,0,5,71,2015,0,0,0,1,0,0,1
412,527,Flo Rida,My House,94,70,69,-5,13,74,192,2,5,81,2015,0,0,1,0,0,0,1
413,529,Foals,Mountain at My Gates,104,93,50,-5,25,62,244,0,5,69,2015,0,0,0,0,1,1,0
414,530,Galantis,Runaway (U & I),126,81,51,-4,9,38,227,1,5,79,2015,0,0,1,0,0,1,0
415,531,George Ezra,Barcelona,94,57,63,-9,11,18,189,32,3,70,2015,0,0,1,0,0,0,1
416,532,Hailee Steinfeld,Love Myself,123,76,62,-7,42,32,219,0,7,75,2015,0,0,1,0,0,0,1
417,536,Jidenna,Classic Man (feat. Roman GianArthur),94,59,79,-6,29,59,226,19,3,63,2015,1,0,0,0,0,0,1
418,537,Justin Bieber,What Do You Mean?,125,57,85,-8,8,79,206,59,10,81,2015,0,0,1,0,0,0,1
419,539,Kendrick Lamar,King Kunta,107,66,88,-5,15,49,235,1,10,79,2015,1,0,0,0,0,0,1
420,540,Kygo,Stole the Show,100,64,64,-8,32,48,223,27,23,78,2015,0,1,0,0,0,0,1
421,542,Lana Del Rey,High By The Beach,132,49,54,-11,12,10,258,24,3,71,2015,0,0,1,0,0,0,1
422,544,Lemaitre,Closer,92,79,58,-4,12,36,271,0,3,64,2015,0,1,0,0,0,1,0
423,545,Luke Christopher,Lot to Learn,82,85,41,-4,7,60,248,9,20,66,2015,0,0,0,1,0,0,1
424,546,Major Lazer,Lean On,98,81,72,-3,56,27,177,0,6,76,2015,0,0,1,0,0,1,0
425,547,Major Lazer,Light It Up - Remix,108,88,75,-4,23,75,166,4,7,71,2015,0,0,1,0,0,1,0
426,548,Mark Ronson,Uptown Funk (feat. Bruno Mars),115,61,86,-7,3,93,270,1,8,86,2015,0,0,1,0,0,0,1
427,549,Martin Solveig,Intoxicated - Radio Edit,125,69,79,-4,10,50,160,0,4,62,2015,0,0,1,0,0,0,1
428,550,Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),78,66,59,-5,12,25,224,2,20,73,2015,1,0,0,0,0,0,1
429,551,Mumford & Sons,Believe,114,62,36,-7,22,42,221,3,4,61,2015,0,0,0,0,1,1,0
430,552,Natalie La Rose,Somebody,105,52,83,-9,7,74,190,0,4,69,2015,0,0,0,1,0,0,1
431,553,Nico & Vinz,That's How You Know (feat. Kid Ink & Bebe Rexha),104,44,77,-6,12,74,186,44,4,62,2015,0,0,0,1,0,1,0
432,554,Oh Wonder,Drive,142,46,66,-8,8,38,196,71,10,65,2015,0,0,1,0,0,1,0
433,555,Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),97,68,73,-6,21,70,227,7,4,76,2015,0,0,1,0,0,0,1
434,556,One Direction,Drag Me Down,138,70,73,-6,7,60,192,11,4,84,2015,0,1,0,0,0,1,0
435,557,One Direction,Perfect,100,82,65,-5,12,40,230,6,8,81,2015,0,1,0,0,0,1,0
436,558,Petit Biscuit,Sunset Lover,91,47,78,-9,11,24,238,73,5,75,2015,0,1,0,0,0,0,1
437,559,Philip George,Wish You Were Mine - Radio Edit,123,83,65,-4,10,41,178,1,3,70,2015,0,1,0,0,0,0,1
438,560,Pitbull,Time of Our Lives,124,80,72,-6,69,72,229,9,6,85,2015,0,0,1,0,0,0,1
439,561,Rae Sremmurd,No Type,125,49,89,-8,9,24,200,2,16,77,2015,1,0,0,0,0,1,0
440,562,Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",82,61,73,-8,19,89,177,4,5,70,2015,1,0,0,0,0,0,1
441,564,Rihanna,Bitch Better Have My Money,103,73,78,-5,26,40,219,5,6,78,2015,0,0,1,0,0,0,1
442,565,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),108,43,89,-10,9,23,177,3,14,81,2015,0,0,0,1,0,0,1
443,566,Robin Schulz,Sugar (feat. Francesco Yates),123,82,64,-5,16,64,219,2,6,81,2015,0,0,1,0,0,0,1
444,569,SAYGRACE,You Don't Own Me (feat. G-Eazy),186,66,34,-6,6,29,199,17,10,60,2015,0,0,1,0,0,0,1
445,570,Selena Gomez,Same Old Love,98,59,67,-4,21,44,229,2,3,70,2015,0,0,1,0,0,0,1
446,571,Selena Gomez,Hands To Myself,111,50,81,-7,34,47,201,1,12,68,2015,0,0,1,0,0,0,1
447,572,Selena Gomez,Good For You,89,68,61,-6,9,21,222,18,5,62,2015,0,0,1,0,0,0,1
448,573,Sheppard,Geronimo,142,78,71,-6,12,46,218,46,8,68,2015,0,1,0,0,0,1,0
449,574,Sigala,Easy Love,124,94,68,-4,12,65,230,18,6,70,2015,0,0,1,0,0,0,1
450,575,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),95,52,68,-6,11,18,230,12,14,77,2015,0,1,0,0,0,1,0
451,576,Tame Impala,The Less I Know The Better,117,74,64,-4,17,79,216,1,3,88,2015,0,1,0,0,0,1,0
452,577,Taylor Swift,Blank Space,96,68,75,-5,13,58,232,9,6,79,2015,0,0,1,0,0,0,1
453,578,Taylor Swift,Wildest Dreams,140,67,55,-7,11,47,220,7,7,76,2015,0,0,1,0,0,0,1
454,580,Taylor Swift,Style,95,79,60,-6,12,46,231,0,4,75,2015,0,0,1,0,0,0,1
455,581,The Strumbellas,Spirits,81,66,56,-6,11,79,204,16,3,75,2015,0,1,0,0,0,1,0
456,583,The Weeknd,Can't Feel My Face,108,77,71,-6,11,58,214,11,4,83,2015,0,1,0,0,0,0,1
457,584,The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",120,38,66,-6,10,43,252,39,3,81,2015,0,1,0,0,0,0,1
458,586,Thomas Rhett,Die A Happy Man,166,39,60,-9,12,40,227,42,3,77,2015,0,1,0,0,0,0,1
459,587,Tove Lo,Talking Body,120,76,74,-5,8,11,238,10,3,71,2015,0,0,1,0,0,0,1
460,588,Travis Scott,Antidote,131,53,71,-5,12,13,263,1,3,78,2015,1,0,0,0,0,0,1
